_key;code;name;division;lat;lng;parent
SB-CT;SB-CT;Capital Territory (Honiara);capital territory;-9.4343868;159.96098919999997;SB
SB-CE;SB-CE;Central;province;;;SB
SB-CH;SB-CH;Choiseul;province;;;SB
SB-GU;SB-GU;Guadalcanal;province;;;SB
SB-IS;SB-IS;Isabel;province;-8.0592353;159.1447081;SB
SB-MK;SB-MK;Makira;province;;;SB
SB-ML;SB-ML;Malaita;province;;;SB
SB-RB;SB-RB;Rennell and Bellona;province;;;SB
SB-TE;SB-TE;Temotu;province;-11.6304295;166.9700669;SB
SB-WE;SB-WE;Western;province;;;SB
SC;SC;Seychelles;country;-4.679574;55.49197700000002;
SC-01;SC-01;Anse aux Pins;district;-4.6903546;55.520571399999994;SC
SC-02;SC-02;Anse Boileau;district;;;SC
SC-03;SC-03;Anse Etoile;district;;;SC
SC-04;SC-04;Anse Louis;district;;;SC
SC-05;SC-05;Anse Royale;district;-4.7333333;55.51666669999997;SC
SC-06;SC-06;Baie Lazare;district;-4.7531102;55.48138080000001;SC
SC-07;SC-07;Baie Sainte Anne;district;-4.3152864;55.7467259;SC
SC-08;SC-08;Beau Vallon;district;-4.6210967;55.42778020000003;SC
SC-09;SC-09;Bel Air;district;33.3721937;-80.09048630000001;SC
SC-10;SC-10;Bel Ombre;district;-4.6204838;55.41670720000002;SC
SC-11;SC-11;Cascade;district;35.2801589;-81.82128499999999;SC
SC-12;SC-12;Glacis;district;-4.4785838;55.205268899999965;SC
SC-13;SC-13;Grand Anse Mahe;district;-4.3360619;55.73005680000006;SC
SC-14;SC-14;Grand Anse Praslin;district;-4.3205806;55.749472999999966;SC
SC-15;SC-15;La Digue;district;-4.3590972;55.841242400000056;SC
SC-16;SC-16;English River;district;50.6317924;-93.20287050000002;SC
SC-24;SC-24;Les Mamelles;district;14.7237368;-17.501599899999974;SC
SC-17;SC-17;Mont Buxton;district;-27.4365945;152.98577090000003;SC
SC-18;SC-18;Mont Fleuri;district;-4.6443326;55.469734700000004;SC
SC-19;SC-19;Plaisance;district;-20.238074;57.459190000000035;SC
SC-20;SC-20;Pointe Larue;district;45.0272315;-0.17443969999999354;SC
SC-21;SC-21;Port Glaud;district;;;SC
SC-25;SC-25;Roche Caiman;district;;;SC
SC-22;SC-22;Saint Louis;district;38.6291267;-90.212716;SC
SC-23;SC-23;Takamaka;district;;;SC
SD;SD;Sudan;country;12.862807;30.21763599999997;
SD-26;SD-26;Al Baḩr al Aḩmar;state;28.4922284;30.80388849999997;SD
SD-18;SD-18;Al Buḩayrāt;state;32.3182314;-86.90229799999997;SD
SD-07;SD-07;Al Jazīrah;state;32.3182314;-86.90229799999997;SD
SD-03;SD-03;Al Kharţūm;state;15.5994181;32.50944079999999;SD
SD-06;SD-06;Al Qaḑārif;state;14.0333333;35.383333300000004;SD
SD-22;SD-22;Al Waḩdah;state;24.6081503;46.71143689999997;SD
SD-04;SD-04;An Nīl;state;;;SD
SD-08;SD-08;An Nīl al Abyaḑ;state;;;SD
SD-24;SD-24;An Nīl al Azraq;state;;;SD
SD-01;SD-01;Ash Shamālīyah;state;;;SD
SD-23;SD-23;A‘ālī an Nīl;state;;;SD
SD-17;SD-17;Baḩr al Jabal;state;21.4593609;39.208981100000074;SD
SD-16;SD-16;Gharb al Istiwā'īyah;state;;;SD
SD-14;SD-14;Gharb Baḩr al Ghazāl;state;;;SD
SD-12;SD-12;Gharb Dārfūr;state;;;SD
SD-11;SD-11;Janūb Dārfūr;state;;;SD
SD-13;SD-13;Janūb Kurdufān;state;;;SD
SD-20;SD-20;Jūnqalī;state;;;SD
SD-05;SD-05;Kassalā;state;15.45;36.39999999999998;SD
SD-15;SD-15;Shamāl Baḩr al Ghazāl;state;;;SD
SD-02;SD-02;Shamāl Dārfūr;state;;;SD
SD-09;SD-09;Shamāl Kurdufān;state;;;SD
SD-19;SD-19;Sharq al Istiwā'īyah;state;;;SD
SD-25;SD-25;Sinnār;state;24.5794177;46.792011799999955;SD
SD-21;SD-21;Wārāb;state;;;SD
SE;SE;Sweden;country;60.128161;18.643501000000015;
SE-K;SE-K;Blekinge län;county;56.143109;15.36667030000001;SE
SE-W;SE-W;Dalarnas län;county;61.0917012;14.666365300000052;SE
SE-I;SE-I;Gotlands län;county;57.649684;18.71446800000001;SE
SE-X;SE-X;Gävleborgs län;county;61.4388743;16.594019600000024;SE
SE-N;SE-N;Hallands län;county;56.7957699;12.893493000000035;SE
SE-Z;SE-Z;Jämtlande län;county;;;SE
SE-F;SE-F;Jönköpings län;county;57.7817978;14.158510400000068;SE
SE-H;SE-H;Kalmar län;county;57.0942447;16.543560500000012;SE
SE-G;SE-G;Kronobergs län;county;56.8906494;14.508452300000044;SE
SE-BD;SE-BD;Norrbottens län;county;66.8309216;20.399196599999982;SE
SE-M;SE-M;Skåne län;county;55.9902572;13.59576919999995;SE
SE-AB;SE-AB;Stockholms län;county;59.3327881;18.064488100000062;SE
SE-D;SE-D;Södermanlands län;county;59.0336349;16.751889900000037;SE
SE-C;SE-C;Uppsala län;county;59.8581435;17.64458579999996;SE
SE-S;SE-S;Värmlands län;county;59.5807897;12.847297400000002;SE
SE-AC;SE-AC;Västerbottens län;county;65.3337311;16.516169499999933;SE
SE-Y;SE-Y;Västernorrlands län;county;62.985529;18.125860399999965;SE
SE-U;SE-U;Västmanlands län;county;59.6713879;16.215895400000022;SE
SE-Q;SE-Q;Västra Götalands län;county;58.1599159;12.136054899999976;SE
SE-T;SE-T;Örebro län;county;59.273755;15.207539499999939;SE
SE-E;SE-E;Östergötlands län;county;58.3453635;15.51978429999997;SE
SG;SG;Singapore;country;1.2894365;103.8499802;
SG-01;SG-01;Central Singapore;district;1.3521616;103.94318220000002;SG
SG-02;SG-02;North East;district;37.9628693;23.67798210000001;SG
SG-03;SG-03;North West;district;37.9629654;23.67802419999998;SG
SG-04;SG-04;South East;district;37.9630614;23.67806619999999;SG
SG-05;SG-05;South West;district;51.1627581;6.996535600000016;SG
SH;SH;Saint Helena, Ascension and Tristan da Cunha;country;;;
SI;SI;Slovenia;country;46.151241;14.995462999999972;
SI-001;SI-001;Ajdovščina;municipalities;45.8869154;13.909785100000022;SI
SI-195;SI-195;Apače;municipalities;46.7014871;15.883117200000015;SI
SI-002;SI-002;Beltinci;municipalities;46.6079091;16.23650870000006;SI
SI-148;SI-148;Benedikt;municipalities;46.6077892;15.889349000000038;SI
SI-149;SI-149;Bistrica ob Sotli;municipalities;46.055744;15.66102109999997;SI
SI-003;SI-003;Bled;municipalities;46.3666862;14.108510600000045;SI
SI-150;SI-150;Bloke;municipalities;45.7833333;14.483333300000027;SI
SI-004;SI-004;Bohinj;municipalities;46.2711111;13.951944400000002;SI
SI-005;SI-005;Borovnica;municipalities;45.9177338;14.36429279999993;SI
SI-006;SI-006;Bovec;municipalities;46.3379824;13.552450000000022;SI
SI-151;SI-151;Braslovče;municipalities;46.2881266;15.039947600000005;SI
SI-007;SI-007;Brda;municipalities;45.9977778;13.528611100000035;SI
SI-008;SI-008;Brezovica;municipalities;46.0206583;14.417761100000007;SI
SI-009;SI-009;Brežice;municipalities;45.906714;15.591668000000027;SI
SI-152;SI-152;Cankova;municipalities;46.7181631;16.01965629999995;SI
SI-011;SI-011;Celje;municipalities;46.231018;15.260293600000068;SI
SI-012;SI-012;Cerklje na Gorenjskem;municipalities;46.2532914;14.48721839999996;SI
SI-013;SI-013;Cerknica;municipalities;45.7954372;14.36219410000001;SI
SI-014;SI-014;Cerkno;municipalities;46.1288887;13.98959979999995;SI
SI-153;SI-153;Cerkvenjak;municipalities;46.5674747;15.943222300000002;SI
SI-196;SI-196;Cirkulane;municipalities;46.3441802;15.994755299999952;SI
SI-015;SI-015;Črenšovci;municipalities;46.5752859;16.289483399999995;SI
SI-016;SI-016;Črna na Koroškem;municipalities;46.4708718;14.850492499999973;SI
SI-017;SI-017;Črnomelj;municipalities;45.5727873;15.183541200000036;SI
SI-018;SI-018;Destrnik;municipalities;46.4926493;15.876030700000001;SI
SI-019;SI-019;Divača;municipalities;45.6815976;13.968624800000043;SI
SI-154;SI-154;Dobje;municipalities;46.1369444;15.394444399999998;SI
SI-020;SI-020;Dobrepolje;municipalities;45.85;14.700000000000045;SI
SI-155;SI-155;Dobrna;municipalities;46.3583328;15.23084879999999;SI
SI-021;SI-021;Dobrova-Polhov Gradec;municipalities;46.0530102;14.417386699999952;SI
SI-156;SI-156;Dobrovnik/Dobronak;municipalities;46.6515911;16.350835899999993;SI
SI-022;SI-022;Dol pri Ljubljani;municipalities;46.0976409;14.692453099999966;SI
SI-157;SI-157;Dolenjske Toplice;municipalities;45.7568011;15.059260300000005;SI
SI-023;SI-023;Domžale;municipalities;46.1378807;14.593841500000053;SI
SI-024;SI-024;Dornava;municipalities;46.4352901;15.954785799999968;SI
SI-025;SI-025;Dravograd;municipalities;46.590269;15.017604800000072;SI
SI-026;SI-026;Duplek;municipalities;46.5166667;15.766666699999973;SI
SI-027;SI-027;Gorenja vas-Poljane;municipalities;46.1029807;14.140930400000002;SI
SI-028;SI-028;Gorišnica;municipalities;46.4082484;16.01298529999997;SI
SI-207;SI-207;Gorje;municipalities;46.3947222;14.087222200000042;SI
SI-029;SI-029;Gornja Radgona;municipalities;46.676625;15.991160300000047;SI
SI-030;SI-030;Gornji Grad;municipalities;46.2962202;14.806298100000049;SI
SI-031;SI-031;Gornji Petrovci;municipalities;46.8036323;16.21928509999998;SI
SI-158;SI-158;Grad;municipalities;46.8023608;16.092084399999976;SI
SI-032;SI-032;Grosuplje;municipalities;45.9567846;14.659297199999969;SI
SI-159;SI-159;Hajdina;municipalities;46.4185014;15.824472199999946;SI
SI-160;SI-160;Hoče-Slivnica;municipalities;46.4833333;15.66666669999995;SI
SI-161;SI-161;Hodoš/Hodos;municipalities;46.8225164;16.326308899999958;SI
SI-162;SI-162;Horjul;municipalities;46.0212303;14.300937999999974;SI
SI-034;SI-034;Hrastnik;municipalities;46.1463734;15.084632899999974;SI
SI-035;SI-035;Hrpelje-Kozina;municipalities;45.6069523;13.94337070000006;SI
SI-036;SI-036;Idrija;municipalities;46.0029286;14.027864200000067;SI
SI-037;SI-037;Ig;municipalities;45.9586223;14.527230400000008;SI
SI-038;SI-038;Ilirska Bistrica;municipalities;45.5791323;14.280972900000052;SI
SI-039;SI-039;Ivančna Gorica;municipalities;45.9384473;14.80510090000007;SI
SI-040;SI-040;Izola/Isola;municipalities;45.5429828;13.686284200000046;SI
SI-041;SI-041;Jesenice;municipalities;46.4364207;14.055697399999985;SI
SI-163;SI-163;Jezersko;municipalities;46.3927778;14.497499999999945;SI
SI-042;SI-042;Juršinci;municipalities;46.4851219;15.97114780000004;SI
SI-043;SI-043;Kamnik;municipalities;46.2258314;14.61169510000002;SI
SI-044;SI-044;Kanal;municipalities;46.0864703;13.634685900000022;SI
SI-045;SI-045;Kidričevo;municipalities;46.3876152;15.801058799999964;SI
SI-046;SI-046;Kobarid;municipalities;46.247653;13.579116999999997;SI
SI-047;SI-047;Kobilje;municipalities;46.683008;16.388528800000017;SI
SI-048;SI-048;Kočevje;municipalities;45.639196;14.864756299999954;SI
SI-049;SI-049;Komen;municipalities;45.8166349;13.745314699999994;SI
SI-164;SI-164;Komenda;municipalities;46.2047455;14.538387499999999;SI
SI-050;SI-050;Koper/Capodistria;municipalities;45.5391667;13.738333300000022;SI
SI-197;SI-197;Kosanjevica na Krki;municipalities;45.8449592;15.421690799999965;SI
SI-165;SI-165;Kostel;municipalities;45.5082455;14.908496600000035;SI
SI-051;SI-051;Kozje;municipalities;46.071733;15.55596879999996;SI
SI-052;SI-052;Kranj;municipalities;46.2392066;14.35565429999997;SI
SI-053;SI-053;Kranjska Gora;municipalities;46.4859833;13.789816400000063;SI
SI-166;SI-166;Križevci;municipalities;46.55;16.133333300000004;SI
SI-054;SI-054;Krško;municipalities;45.9592412;15.491847000000007;SI
SI-055;SI-055;Kungota;municipalities;46.6453964;15.57837829999994;SI
SI-056;SI-056;Kuzma;municipalities;46.8343637;16.081556500000033;SI
SI-057;SI-057;Laško;municipalities;46.1542535;15.235997699999984;SI
SI-058;SI-058;Lenart;municipalities;46.5741667;15.832222199999933;SI
SI-059;SI-059;Lendava/Lendva;municipalities;46.5618398;16.45484239999996;SI
SI-060;SI-060;Litija;municipalities;46.0581447;14.827769999999987;SI
SI-061;SI-061;Ljubljana;municipalities;46.0514263;14.505965500000002;SI
SI-062;SI-062;Ljubno;municipalities;46.3718998;14.837151100000028;SI
SI-063;SI-063;Ljutomer;municipalities;46.51837;16.196279900000036;SI
SI-208;SI-208;Log-Dragomer;municipalities;46.0087572;14.370864200000028;SI
SI-064;SI-064;Logatec;municipalities;45.911864;14.205880200000024;SI
SI-065;SI-065;Loška dolina;municipalities;45.7122222;14.428333299999963;SI
SI-066;SI-066;Loški Potok;municipalities;45.664967;14.662226499999974;SI
SI-167;SI-167;Lovrenc na Pohorju;municipalities;46.5392332;15.388817300000028;SI
SI-067;SI-067;Luče;municipalities;46.3547354;14.744776600000023;SI
SI-068;SI-068;Lukovica;municipalities;46.1666667;14.700000000000045;SI
SI-069;SI-069;Majšperk;municipalities;46.3504305;15.73418659999993;SI
SI-198;SI-198;Makole;municipalities;46.3143815;15.691136599999936;SI
SI-070;SI-070;Maribor;municipalities;46.5506496;15.62054390000003;SI
SI-168;SI-168;Markovci;municipalities;46.3947391;15.93013529999996;SI
SI-071;SI-071;Medvode;municipalities;46.1403981;14.41265670000007;SI
SI-072;SI-072;Mengeš;municipalities;46.1639302;14.571179900000061;SI
SI-073;SI-073;Metlika;municipalities;45.6480221;15.294832499999984;SI
SI-074;SI-074;Mežica;municipalities;46.5286515;14.840218499999992;SI
SI-169;SI-169;Miklavž na Dravskem polju;municipalities;46.4945254;15.704466400000001;SI
SI-075;SI-075;Miren-Kostanjevica;municipalities;45.85;13.633333300000004;SI
SI-170;SI-170;Mirna Peč;municipalities;45.8595222;15.082435700000019;SI
SI-076;SI-076;Mislinja;municipalities;46.4429539;15.198778500000003;SI
SI-199;SI-199;Mokronog-Trebelno;municipalities;45.9092113;15.149585600000023;SI
SI-077;SI-077;Moravče;municipalities;46.1356766;14.744527000000062;SI
SI-078;SI-078;Moravske Toplice;municipalities;46.683189;16.22106819999999;SI
SI-079;SI-079;Mozirje;municipalities;46.3393102;14.959977900000013;SI
SI-080;SI-080;Murska Sobota;municipalities;46.6612399;16.164903699999968;SI
SI-081;SI-081;Muta;municipalities;46.6272006;15.134866299999999;SI
SI-082;SI-082;Naklo;municipalities;46.2733864;14.317309799999975;SI
SI-083;SI-083;Nazarje;municipalities;46.3181226;14.949070000000006;SI
SI-084;SI-084;Nova Gorica;municipalities;45.9563414;13.647970299999997;SI
SI-085;SI-085;Novo mesto;municipalities;45.8041957;15.169678500000032;SI
SI-086;SI-086;Odranci;municipalities;46.5862016;16.27416370000003;SI
SI-171;SI-171;Oplotnica;municipalities;46.3870127;15.446710800000005;SI
SI-087;SI-087;Ormož;municipalities;46.4072538;16.149325299999987;SI
SI-088;SI-088;Osilnica;municipalities;45.5291879;14.698401200000035;SI
SI-089;SI-089;Pesnica;municipalities;46.617744;15.673751000000038;SI
SI-090;SI-090;Piran/Pirano;municipalities;45.5289909;13.568428600000061;SI
SI-091;SI-091;Pivka;municipalities;45.6825035;14.196016099999952;SI
SI-092;SI-092;Podčetrtek;municipalities;46.1531427;15.597185200000013;SI
SI-172;SI-172;Podlehnik;municipalities;46.3356107;15.878911099999982;SI
SI-093;SI-093;Podvelka;municipalities;46.5895331;15.328220099999953;SI
SI-200;SI-200;Poljčane;municipalities;46.3186196;15.571760100000006;SI
SI-173;SI-173;Polzela;municipalities;46.2795094;15.077113899999972;SI
SI-094;SI-094;Postojna;municipalities;45.7750626;14.213396999999986;SI
SI-174;SI-174;Prebold;municipalities;46.2368401;15.093662900000027;SI
SI-095;SI-095;Preddvor;municipalities;46.3027405;14.42205279999996;SI
SI-175;SI-175;Prevalje;municipalities;46.5621146;14.884786099999928;SI
SI-096;SI-096;Ptuj;municipalities;46.4199885;15.869981300000063;SI
SI-097;SI-097;Puconci;municipalities;46.7053502;16.158648599999992;SI
SI-098;SI-098;Rače-Fram;municipalities;46.4521724;15.681055199999946;SI
SI-099;SI-099;Radeče;municipalities;46.0654994;15.182011500000044;SI
SI-100;SI-100;Radenci;municipalities;46.6419309;16.039609799999994;SI
SI-101;SI-101;Radlje ob Dravi;municipalities;46.6135732;15.235443799999985;SI
SI-102;SI-102;Radovljica;municipalities;46.3437099;14.171845299999973;SI
SI-103;SI-103;Ravne na Koroškem;municipalities;46.5521194;14.959908499999983;SI
SI-176;SI-176;Razkrižje;municipalities;46.5226339;16.26686380000001;SI
SI-209;SI-209;Rečica ob Savinji;municipalities;46.3238912;14.922562200000016;SI
SI-201;SI-201;Renče-Vogrsko;municipalities;45.9067492;13.694034299999998;SI
SI-104;SI-104;Ribnica;municipalities;45.7386474;14.727388399999995;SI
SI-177;SI-177;Ribnica na Pohorju;municipalities;46.5356214;15.26751319999994;SI
SI-106;SI-106;Rogaška Slatina;municipalities;46.2256738;15.639352400000007;SI
SI-105;SI-105;Rogašovci;municipalities;46.800617;16.02233160000003;SI
SI-107;SI-107;Rogatec;municipalities;46.2285283;15.69908399999997;SI
SI-108;SI-108;Ruše;municipalities;46.5384409;15.512385300000005;SI
SI-178;SI-178;Selnica ob Dravi;municipalities;46.5790573;15.487115300000028;SI
SI-109;SI-109;Semič;municipalities;45.6519714;15.180966799999965;SI
SI-110;SI-110;Sevnica;municipalities;46.0073877;15.304539100000056;SI
SI-111;SI-111;Sežana;municipalities;45.7091918;13.873486800000023;SI
SI-112;SI-112;Slovenj Gradec;municipalities;46.5111299;15.080321899999944;SI
SI-113;SI-113;Slovenska Bistrica;municipalities;46.3920679;15.57240999999999;SI
SI-114;SI-114;Slovenske Konjice;municipalities;46.3395379;15.425592999999935;SI
SI-179;SI-179;Sodražica;municipalities;45.7635514;14.632638300000053;SI
SI-180;SI-180;Solčava;municipalities;46.4200317;14.691814799999975;SI
SI-202;SI-202;Središče ob Dravi;municipalities;46.3959439;16.2705019;SI
SI-115;SI-115;Starče;municipalities;;;SI
SI-203;SI-203;Straža;municipalities;45.7928814;15.083767899999998;SI
SI-181;SI-181;Sveta Ana;municipalities;46.65;15.83333330000005;SI
SI-204;SI-204;Sveta Trojica v Slovenskih Goricah;municipalities;46.575449;15.876503100000036;SI
SI-182;SI-182;Sveta Andraž v Slovenskih Goricah;municipalities;46.5258736;15.933625799999959;SI
SI-116;SI-116;Sveti Jurij;municipalities;46.5683333;16.02027780000003;SI
SI-210;SI-210;Sveti Jurij v Slovenskih Goricah;municipalities;46.6471348;15.843743600000039;SI
SI-205;SI-205;Sveti Tomaž;municipalities;46.4844612;16.077959299999975;SI
SI-033;SI-033;Šalovci;municipalities;46.8444986;16.268826799999943;SI
SI-183;SI-183;Šempeter-Vrtojba;municipalities;45.9138515;13.63619600000004;SI
SI-117;SI-117;Šenčur;municipalities;46.243243;14.41925219999996;SI
SI-118;SI-118;Šentilj;municipalities;46.6791651;15.760974600000054;SI
SI-119;SI-119;Šentjernej;municipalities;45.8404089;15.338988699999959;SI
SI-120;SI-120;Šentjur;municipalities;46.2157601;15.394576599999937;SI
SI-211;SI-211;Šentrupert;municipalities;45.9769769;15.090960699999982;SI
SI-121;SI-121;Škocjan;municipalities;45.9065981;15.291150099999982;SI
SI-122;SI-122;Škofja Loka;municipalities;46.1655408;14.306607699999972;SI
SI-123;SI-123;Škofljica;municipalities;45.9860797;14.571385700000064;SI
SI-124;SI-124;Šmarje pri Jelšah;municipalities;46.2287041;15.519010200000025;SI
SI-206;SI-206;Šmarjeske Topliče;municipalities;45.8684629;15.246153100000015;SI
SI-125;SI-125;Šmartno ob Paki;municipalities;46.3291081;15.033157800000026;SI
SI-194;SI-194;Šmartno pri Litiji;municipalities;46.0441991;14.842945500000042;SI
SI-126;SI-126;Šoštanj;municipalities;46.379495;15.048290700000052;SI
SI-127;SI-127;Štore;municipalities;46.2218038;15.310354299999972;SI
SI-184;SI-184;Tabor;municipalities;46.2347077;15.01574770000002;SI
SI-010;SI-010;Tišina;municipalities;46.6538417;16.085632300000043;SI
SI-128;SI-128;Tolmin;municipalities;46.182804;13.733061200000066;SI
SI-129;SI-129;Trbovlje;municipalities;46.1594939;15.05451579999999;SI
SI-130;SI-130;Trebnje;municipalities;45.9077066;15.005997500000035;SI
SI-185;SI-185;Trnovska vas;municipalities;46.5201222;15.886634500000014;SI
SI-186;SI-186;Trzin;municipalities;46.1325499;14.562910500000044;SI
SI-131;SI-131;Tržič;municipalities;46.3637233;14.310116999999991;SI
SI-132;SI-132;Turnišče;municipalities;46.6221324;16.31956420000006;SI
SI-133;SI-133;Velenje;municipalities;46.3587118;15.108000100000027;SI
SI-187;SI-187;Velika Polana;municipalities;46.5729566;16.344224899999972;SI
SI-134;SI-134;Velike Lašče;municipalities;45.8337039;14.63629560000004;SI
SI-188;SI-188;Veržej;municipalities;46.5816923;16.16257369999994;SI
SI-135;SI-135;Videm;municipalities;46.3686111;15.906388900000024;SI
SI-136;SI-136;Vipava;municipalities;45.8460932;13.962624099999971;SI
SI-137;SI-137;Vitanje;municipalities;46.3814328;15.295600599999943;SI
SI-138;SI-138;Vodice;municipalities;46.1908562;14.495423200000005;SI
SI-139;SI-139;Vojnik;municipalities;46.2919373;15.302375999999981;SI
SI-189;SI-189;Vransko;municipalities;46.239006;14.952724900000021;SI
SI-140;SI-140;Vrhnika;municipalities;45.9665107;14.298508200000015;SI
SI-141;SI-141;Vuzenica;municipalities;46.5953533;15.165847900000017;SI
SI-142;SI-142;Zagorje ob Savi;municipalities;46.1314485;14.996980200000053;SI
SI-143;SI-143;Zavrč;municipalities;46.3860426;16.045966099999987;SI
SI-144;SI-144;Zreče;municipalities;46.3696102;15.390951500000028;SI
SI-190;SI-190;Žalec;municipalities;46.2519829;15.164989800000058;SI
SI-146;SI-146;Železniki;municipalities;46.2248839;14.167263300000059;SI
SI-191;SI-191;Žetale;municipalities;46.2753464;15.79350439999996;SI
SI-147;SI-147;Žiri;municipalities;46.0469744;14.11003489999996;SI
SI-192;SI-192;Žirovnica;municipalities;46.4039232;14.135719300000005;SI
SI-193;SI-193;Žužemberk;municipalities;45.8307574;14.929082600000015;SI
SK;SK;Slovakia;country;48.669026;19.69902400000001;
SK-BC;SK-BC;Banskobystrický kraj;region;48.5312499;19.382874000000015;SK
SK-BL;SK-BL;Bratislavský kraj;region;48.3118304;17.1973299;SK
SK-KI;SK-KI;Košický kraj;region;48.416143;22.017020499999944;SK
SK-NJ;SK-NJ;Nitriansky kraj;region;48.0143765;18.54165050000006;SK
SK-PV;SK-PV;Prešovský kraj;region;49.1716773;21.374200100000053;SK
SK-TC;SK-TC;Trenčiansky kraj;region;48.8086758;18.232402699999966;SK
SK-TA;SK-TA;Trnavský kraj;region;48.3943898;17.721620499999972;SK
SK-ZI;SK-ZI;Žilinský kraj;region;49.2031435;19.36457329999996;SK
SL;SL;Sierra Leone;country;8.460555;-11.779889000000026;
SL-W;SL-W;Western Area (Freetown);area;8.484146;-13.228669999999966;SL
SL-E;SL-E;Eastern;province;8.2473775;-10.890309900000034;SL
SL-N;SL-N;Northern;province;9.3500888;-11.70682940000006;SL
SL-S;SL-S;Southern (Sierra Leone);province;7.7906625;-11.889172099999996;SL
SM;SM;San Marino;country;43.942402;12.44543699999997;
SM-01;SM-01;Acquaviva;municipalities;43.9449913;12.41843879999999;SM
SM-06;SM-06;Borgo Maggiore;municipalities;43.9432577;12.445969500000047;SM
SM-02;SM-02;Chiesanuova;municipalities;43.9045492;12.420399800000041;SM
SM-03;SM-03;Domagnano;municipalities;43.9527825;12.469551899999942;SM
SM-04;SM-04;Faetano;municipalities;43.9254944;12.498368099999993;SM
SM-05;SM-05;Fiorentino;municipalities;43.9117945;12.456731799999943;SM
SM-08;SM-08;Montegiardino;municipalities;43.9095656;12.481951699999968;SM
SM-07;SM-07;San Marino;municipalities;43.9321564;12.448625600000014;SM
SM-09;SM-09;Serravalle;municipalities;43.9694637;12.47835669999995;SM
SN;SN;Senegal;country;14.497401;-14.452361999999994;
SN-DK;SN-DK;Dakar;region;14.75;-17.33333330000005;SN
SN-DB;SN-DB;Diourbel;region;14.65317;-16.23376099999996;SN
SN-FK;SN-FK;Fatick;region;14.3390167;-16.411142499999983;SN
SN-KA;SN-KA;Kaffrine;region;14.10686;-15.551979999999958;SN
SN-KL;SN-KL;Kaolack;region;14.14322;-16.096090000000004;SN
SN-KE;SN-KE;Kédougou;region;12.55438;-12.17322999999999;SN
SN-KD;SN-KD;Kolda;region;12.89952;-14.94426999999996;SN
SN-LG;SN-LG;Louga;region;15.61468;-16.245568999999932;SN
SN-MT;SN-MT;Matam;region;15.66322;-13.260960000000068;SN
SN-SL;SN-SL;Saint-Louis;region;16.02463;-16.489530999999943;SN
SN-SE;SN-SE;Sédhiou;region;12.704604;-15.556230400000004;SN
SN-TC;SN-TC;Tambacounda;region;13.7688889;-13.66722219999997;SN
SN-TH;SN-TH;Thiès;region;14.8047;-16.92433900000003;SN
SN-ZG;SN-ZG;Ziguinchor;region;12.57994;-16.283951000000002;SN
SO;SO;Somalia;country;5.152149;46.19961599999999;
SO-AW;SO-AW;Awdal;region;;;SO
SO-BK;SO-BK;Bakool;region;;;SO
SO-BN;SO-BN;Banaadir;region;;;SO
SO-BR;SO-BR;Bari;region;47.9719142;17.78019919999997;SO
SO-BY;SO-BY;Bay;region;53.424522;-6.35561000000007;SO
SO-GA;SO-GA;Galguduud;region;32.1574351;-82.90712300000001;SO
SO-GE;SO-GE;Gedo;region;52.3453837;5.63377939999998;SO
SO-HI;SO-HI;Hiirsan;region;;;SO
SO-JD;SO-JD;Jubbada Dhexe;region;;;SO
SO-JH;SO-JH;Jubbada Hoose;region;;;SO
SO-MU;SO-MU;Mudug;region;;;SO
SO-NU;SO-NU;Nugaal;region;;;SO
SO-SA;SO-SA;Saneag;region;;;SO
SO-SD;SO-SD;Shabeellaha Dhexe;region;;;SO
SO-SH;SO-SH;Shabeellaha Hoose;region;;;SO
SO-SO;SO-SO;Sool;region;19.35901;97.89790930000004;SO
SO-TO;SO-TO;Togdheer;region;;;SO
SO-WO;SO-WO;Woqooyi Galbeed;region;;;SO
SR;SR;Suriname;country;3.919305;-56.027783;
SR-BR;SR-BR;Brokopondo;district;5.0252271;-54.99285329999998;SR
SR-CM;SR-CM;Commewijne;district;;;SR
SR-CR;SR-CR;Coronie;district;;;SR
SR-MA;SR-MA;Marowijne;district;42.4072107;-71.38243740000001;SR
SR-NI;SR-NI;Nickerie;district;5.5855469;-56.83111170000001;SR
SR-PR;SR-PR;Para;district;-1.366115;-48.46950800000002;SR
SR-PM;SR-PM;Paramaribo;district;5.8666667;-55.16666670000001;SR
SR-SA;SR-SA;Saramacca;district;;;SR
SR-SI;SR-SI;Sipaliwini;district;2.0331027;-56.133755199999996;SR
SR-WA;SR-WA;Wanica;district;47.7510741;-120.74013860000002;SR
ST;ST;Sao Tome and Principe;country;0.18636;6.613080999999966;
ST-P;ST-P;Príncipe;municipality;1.6139381;7.405692799999997;ST
ST-S;ST-S;São Tomé;municipality;0.336767;6.7277990000000045;ST
SV;SV;El Salvador;country;13.794185;-88.89652999999998;
SV-AH;SV-AH;Ahuachapán;department;13.91908;-89.84528399999999;SV
SV-CA;SV-CA;Cabañas;department;13.7283294;-88.87995790000002;SV
SV-CU;SV-CU;Cuscatlán;department;;;SV
SV-CH;SV-CH;Chalatenango;department;14.03906;-88.94136900000001;SV
SV-LI;SV-LI;La Libertad;department;13.4856;-89.325737;SV
SV-PA;SV-PA;La Paz;department;41.2033216;-77.19452469999999;SV
